Schools,Hospitals,Restaurants,Shopping Malls,Parks,Theaters,Banks,Supermarkets,Metro Stations,Pharmacies,Gyms,Libraries,ATMs,Pet Stores,Electronics Stores,Toy Stores,Bookstores,Hardware Stores,Gas Stations,Hotels,Area,Cluster,Price,amenities
3.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,2.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,Thakkar Bappa Colony,3,20000000,Best
3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,Shakti Nagar,2,10000000,Best
4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,Anand Nagar,3,20000000,Best
2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Ambedkar Nagar,3,20000000,Best
3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Godrej Hillside Colony,3,20000000,Best
3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,Fanas Wadi,2,10000000,Best
3.0,3.0,26.0,3.0,2.0,3.0,3.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,26.0,3.0,Bhattipada Road,4,30000000,Best
3.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,0.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,Kala Ghoda,2,10000000,Best
4.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,0.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,Pandurang Ashram Marg,0,5000000,Low
4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,SG Joshi Marg,0,5000000,Low
3.0,3.0,26.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,26.0,3.0,Azad Nagar,4,30000000,Best
3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,Gautam Nagar,1,8000000,Good
0.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,0.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,Trombay Koliwada,1,8000000,Good
3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,Jijamata Colony,3,20000000,Best
3.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,0.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,Pratiksha Nagar,1,8000000,Good
4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,P L Lokhande Marg,3,20000000,Best
3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,Agiary Lane,2,10000000,Best
4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,Bandra Terminus,0,5000000,Low
3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Gupha Tekdi,3,20000000,Best
3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,Abdul Rehman Street,2,10000000,Best
3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Momin Nagar,3,20000000,Best
4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,0.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,Taximen colony,1,8000000,Good
5.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,0.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,Carter Road,0,5000000,Low
4.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,Thakur complex,3,20000000,Best
3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,HP nagar,1,8000000,Good
4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,Bandra Fort,1,8000000,Good
3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,Kora Kendra,2,10000000,Best
4.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,14th Road,0,5000000,Low
4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,Chaitanya Nagar,3,20000000,Best
2.0,3.0,26.0,3.0,2.0,4.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,26.0,3.0,Kokan Nagar,4,30000000,Best
3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,0.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,Bhuleshwar Road,2,10000000,Best
3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,Swadeshi Market,2,10000000,Best
3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,Carmichael Road,3,20000000,Best
4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,Dnyaneshwar Marg,3,20000000,Best
4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,0.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,Samarth Nagar,1,8000000,Good
3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,Marine Lines,2,10000000,Best
3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,Swastik Park,3,20000000,Best
3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,Amrut Nagar,3,20000000,Best
4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,Quresh Nagar,0,5000000,Low
3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,Jankalyan Nagar,1,8000000,Good
2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,Seven Bungalows,2,10000000,Best
3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Shyam Nagar,3,20000000,Best
3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,Ballard Estate,2,10000000,Best
3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,Altamount Road,2,10000000,Best
3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,Bhendi Bazaar,2,10000000,Best
3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,0.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,Hindu colony,2,10000000,Best
3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Janata Colony,3,20000000,Best
4.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,Gazdhar Bandh,2,10000000,Best
3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,Godrej Creek,1,8000000,Good
3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,Sangam Nagar,1,8000000,Good
4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,Kapadia nagar,1,8000000,Good
4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,Bandra Kurla Complex,3,20000000,Best
2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,0.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,Cuffe Parade,0,5000000,Low
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,Cotton Exchange,1,8000000,Good
4.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,0.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,Bandra Reclamation,0,5000000,Low
4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,Balaji Colony,3,20000000,Best
5.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,0.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,Perry Cross Road,0,5000000,Low
3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,Behram Baug,2,10000000,Best
4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,Pali Hill,0,5000000,Low
4.0,4.0,3.0,2.0,2.0,3.0,3.0,5.0,2.0,0.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,Indian Oil Nagar,3,20000000,Best
3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,Maitri Park,3,20000000,Best
4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,0.0,2.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,Adarsh Nagar,0,5000000,Low
3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,Haines Road,0,5000000,Low
4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,0.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,Oberoi Splendor,1,8000000,Good
4.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,3.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,Krishna Colony,3,20000000,Best
2.0,3.0,3.0,2.0,24.0,3.0,3.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,13.0,3.0,3.0,3.0,3.0,Sambhaji chowk,3,20000000,Best
3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,Ramakrishna Chemburkar Marg,1,8000000,Good
3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,Diamond Garden,3,20000000,Best
3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,Bail Bazar,1,8000000,Good
3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,Cotton Green,1,8000000,Good
3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,Bhakti Park,1,8000000,Good
3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,Chor Bazaar,2,10000000,Best
3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,Laxmi Nagar,3,20000000,Best
4.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,Prabhat Nagar,0,5000000,Low
3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,Four Bungalows,2,10000000,Best
4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,New Hall Road,1,8000000,Good
4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,Shivaji Nagar,3,20000000,Best
4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,Pipeline Road,3,20000000,Best
3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,Sahakar Nagar,2,10000000,Best
3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Jari Mari,3,20000000,Best
4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,0.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,Maharashtra Nagar,1,8000000,Good
4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,Avdhut Nagar,3,20000000,Best
2.0,3.0,26.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,26.0,3.0,Pratap Nagar,4,30000000,Best
4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,2.0,5.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,Chimbai Road,0,5000000,Low
4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,Kranti Nagar,3,20000000,Best
3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,Machi market,3,20000000,Best
3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,Nehru Nagar,0,5000000,Low
3.0,3.0,26.0,3.0,2.0,4.0,3.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,26.0,3.0,Jamil Nagar,4,30000000,Best
4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Sant Dnyaneshwar Nagar,3,20000000,Best
3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,Champa Wadi,3,20000000,Best
3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,Sahyadri Nagar,1,8000000,Good
3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,Grant Road,2,10000000,Best
3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,0.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,Kazi Syed Street,2,10000000,Best
3.0,3.0,25.0,2.0,2.0,2.0,2.0,5.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,25.0,4.0,Morarji Nagar,4,30000000,Best
3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,Jagruti Nagar,3,20000000,Best
4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,9th Road,2,10000000,Best
3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,Sadguru Colony,3,20000000,Best
3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,Deonar Farm Road,3,20000000,Best
3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,0.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,Vishnu Nagar,1,8000000,Good
4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,Khar Danda,0,5000000,Low
3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,0.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,Breach Candy,3,20000000,Best
4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,Yogi Nagar,3,20000000,Best
3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,Gulal Wadi,2,10000000,Best
3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,Garodia Nagar,3,20000000,Best
3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,Maratha Nagar,3,20000000,Best
3.0,3.0,26.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,26.0,3.0,Sainik Nagar,4,30000000,Best
3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,“L” Ward,3,20000000,Best
4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,Kaju Pada,3,20000000,Best
3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,Kadam Nagar,2,10000000,Best
4.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,0.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,1st Road,0,5000000,Low
4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,New Agripada,3,20000000,Best
3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Jawahar Nagar,3,20000000,Best
3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,St Anthony's Road,3,20000000,Best
4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,WEH Western Express Highway,0,5000000,Low
4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,18th Road,2,10000000,Best
3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,Utkarsh Nagar,2,10000000,Best
4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,Hill Road,0,5000000,Low
4.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,0.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,KC Marg,0,5000000,Low
3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,Pipe road,0,5000000,Low
3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,Postal Colony,3,20000000,Best
